604	2019-02-22 12:49:02	30	4093	BIB@R1:IN:R1a
605	2019-02-22 12:49:02	30	4093	BIB@R2:OUT:R2a
606	2019-02-22 12:49:02	30	4093	BIB@R1:IN:R1a
607	2019-02-22 12:49:02	30	4093	BIB@R2:OUT:R2a
611	2019-02-22 12:49:05	30	16926	BIB@R1:IN:R1a
612	2019-02-22 12:49:05	30	16926	BIB@R2:OUT:R2a
667	2019-02-22 13:07:03	30	4093	BIB@R1:IN:R1a
668	2019-02-22 13:07:03	30	4093	BIB@R1:IN:R1a
669	2019-02-22 13:07:03	30	16926	BIB@R1:IN:R1a
855	2019-02-24 23:14:39	30	16926	KIS@R2:OUT:R2a
856	2019-02-24 23:14:39	30	16926	KIS@R2:OUT:R2a
857	2019-02-24 23:14:39	30	16926	KIS@R2:OUT:R2a
858	2019-02-24 23:14:39	30	16926	KIS@R2:OUT:R2a
859	2019-02-24 23:14:40	30	16926	KIS@R2:OUT:R2a
860	2019-02-24 23:14:43	30	16926	KIS@R2:OUT:R2a
861	2019-02-24 23:14:43	30	16926	KIS@R2:OUT:R2a
862	2019-02-24 23:14:43	30	16926	KIS@R2:OUT:R2a
863	2019-02-24 23:14:43	30	16926	KIS@R2:OUT:R2a
864	2019-02-24 23:14:43	30	16926	KIS@R2:OUT:R2a
865	2019-02-24 23:14:43	30	16926	KIS@R1:IN:R1a
866	2019-02-24 23:14:43	30	16926	KIS@R2:OUT:R2a
867	2019-02-24 23:14:44	30	16926	KIS@R1:IN:R1a
868	2019-02-24 23:14:44	30	16926	KIS@R2:OUT:R2a
869	2019-02-24 23:14:44	30	16926	KIS@R1:IN:R1a
870	2019-02-24 23:14:44	30	16926	KIS@R1:IN:R1a
871	2019-02-24 23:14:44	30	16926	KIS@R1:IN:R1a
872	2019-02-24 23:14:44	30	16926	KIS@R2:OUT:R2a
873	2019-02-24 23:14:44	30	16926	KIS@R1:IN:R1a
874	2019-02-24 23:14:45	30	16926	KIS@R2:OUT:R2a
875	2019-02-24 23:14:45	30	16926	KIS@R1:IN:R1a
876	2019-02-24 23:14:45	30	16926	KIS@R2:OUT:R2a
877	2019-02-24 23:14:45	30	16926	KIS@R1:IN:R1a
878	2019-02-24 23:14:45	30	16926	KIS@R1:IN:R1a
879	2019-02-24 23:14:45	30	16926	KIS@R2:OUT:R2a
880	2019-02-24 23:14:45	30	16926	KIS@R2:OUT:R2a
881	2019-02-24 23:14:46	30	16926	KIS@R1:IN:R1a
882	2019-02-24 23:14:46	30	16926	KIS@R2:OUT:R2a
883	2019-02-24 23:14:46	30	16926	KIS@R2:OUT:R2a
884	2019-02-24 23:14:46	30	16926	KIS@R1:IN:R1a
885	2019-02-24 23:14:46	30	16926	KIS@R1:IN:R1a
886	2019-02-24 23:14:46	30	16926	KIS@R2:OUT:R2a
887	2019-02-24 23:14:47	30	16926	KIS@R1:IN:R1a
888	2019-02-24 23:14:47	30	16926	KIS@R2:OUT:R2a
889	2019-02-24 23:14:47	30	16926	KIS@R1:IN:R1a
890	2019-02-24 23:14:47	30	16926	KIS@R1:IN:R1a
891	2019-02-24 23:14:47	30	16926	KIS@R2:OUT:R2a
